registered_at,Total_Revenue,Sold_Products
2015-07-14T10:12:45Z,9100,1109
2012-11-28T19:28:00Z,10341,814
2013-01-24T22:47:51Z,10917,1196
2011-09-22T05:35:42Z,11929,737
2016-09-10T15:32:18Z,10143,935
2016-01-28T00:24:17Z,9998,1032
2014-12-26T23:16:21Z,8162,1150
2015-06-09T07:34:33Z,11400,828
2014-07-17T21:10:12Z,9710,726
2011-06-23T09:27:07Z,11624,1025
2011-06-16T17:24:31Z,10092,1084
2012-04-23T07:26:36Z,9338,1190
2012-06-28T03:24:24Z,10133,1110
2014-09-29T00:54:33Z,7490,842
2016-04-28T18:19:24Z,8829,931
2014-06-11T18:51:26Z,9327,1182
2013-09-22T17:35:35Z,10674,1004
2016-06-11T19:42:44Z,9136,1057
2016-05-08T01:37:27Z,10321,938
2013-10-06T20:21:34Z,9453,1095
2012-08-01T23:40:50Z,9749,980
2014-06-24T22:03:29Z,9831,1310
2013-06-12T21:58:19Z,10916,1026
2016-04-15T20:42:00Z,9380,844
2013-04-28T09:49:48Z,7852,1108
2015-06-16T20:14:24Z,9134,978
2013-03-24T02:24:43Z,10446,1061
2013-07-03T09:20:05Z,9958,990
2014-07-09T20:31:25Z,9459,920
2015-01-22T06:52:24Z,8221,954
2014-09-21T17:41:25Z,7903,866
2013-10-24T13:34:20Z,9861,971
2012-02-23T05:19:43Z,9560,828
2016-04-20T05:10:29Z,10702,891
2011-09-14T04:27:00Z,8391,1015
2015-09-21T14:36:45Z,10504,1089
2011-12-15T19:40:11Z,10648,909
2015-07-14T13:49:50Z,9336,801
2014-11-18T22:34:06Z,8692,1000
2012-10-09T01:30:03Z,8188,889
2015-09-22T11:40:00Z,11974,1025
2011-02-19T07:03:37Z,10256,1031
2014-03-17T15:09:34Z,12186,1125
2013-04-02T06:20:55Z,10581,765
2011-02-19T04:51:50Z,7507,835
2015-06-27T13:43:36Z,11302,986
2015-04-15T00:41:54Z,9617,999
2012-11-09T12:06:02Z,10794,1000
2014-11-02T16:06:21Z,9046,1001
2011-09-25T01:09:57Z,10051,888
2016-04-26T04:41:34Z,10681,1035
2016-12-23T11:49:07Z,11166,935
2015-07-07T09:16:38Z,9574,987
2016-01-24T11:15:29Z,8981,902
2016-08-07T18:41:20Z,11211,908
2014-04-18T17:48:45Z,9262,844
2014-12-21T08:04:19Z,9251,1091
2016-11-24T20:38:13Z,11435,879
2013-04-08T09:33:28Z,11717,914
2012-10-22T15:28:11Z,10316,1021
2012-02-11T07:22:15Z,10453,956
2015-10-20T01:40:57Z,11083,835
2014-05-16T04:16:37Z,8852,1167
2015-08-06T22:33:36Z,11462,954
2013-05-17T18:25:42Z,11151,1037
2011-06-08T22:21:06Z,9898,894
2016-02-06T15:53:00Z,11904,1268
2014-12-04T03:04:03Z,10176,846
2013-06-11T12:54:36Z,9436,994
2011-03-09T00:47:15Z,9985,1025
2012-11-04T08:36:53Z,10091,930
2013-04-06T20:27:35Z,11279,869
2015-10-16T13:27:57Z,9727,1320
2016-02-17T15:34:08Z,7964,850
2011-09-12T02:45:44Z,10599,996
2014-01-10T22:31:47Z,10666,874
2011-09-08T01:49:30Z,10727,880
2013-07-24T14:14:17Z,9832,1211
2013-02-18T04:06:58Z,11398,999
2013-03-14T08:30:46Z,9060,1286
2011-03-02T08:34:41Z,9484,861
2016-12-03T21:38:09Z,9064,1073
2014-05-10T20:03:19Z,8505,1067
2016-10-27T00:18:55Z,9837,1115
2013-08-28T12:08:06Z,10606,892
2016-09-24T21:42:18Z,8849,1172
2016-02-20T02:47:51Z,11203,974
2014-05-24T20:25:56Z,9014,1156
2012-08-26T04:40:40Z,10162,1027
2013-05-03T22:40:49Z,7415,1209
2011-01-18T08:35:34Z,9699,1237
2015-02-17T04:31:38Z,11129,1307
2016-01-06T16:36:13Z,9944,976
2012-01-02T16:41:21Z,10557,966
2011-12-04T12:06:13Z,10257,1145
2016-03-25T08:21:32Z,12033,1075
2015-01-28T09:57:04Z,9052,993
2013-05-25T21:44:05Z,8712,822
2013-07-28T10:17:52Z,10935,963
2016-06-23T07:18:45Z,11497,1090
2015-05-11T17:39:20Z,11556,981
2016-01-09T19:14:03Z,6534,764
2012-07-17T10:43:04Z,9249,1062
2011-02-19T07:59:34Z,10940,1220
2012-11-25T19:31:42Z,10524,940
2015-09-28T00:41:31Z,9756,1153
2015-12-13T11:07:38Z,12503,1088
2013-06-19T04:39:21Z,10064,1004
2011-04-13T11:38:05Z,8082,1020
2012-03-14T22:43:06Z,8383,962
2016-02-27T23:07:32Z,10577,971
2015-06-23T04:39:33Z,11433,998
2015-03-14T18:09:32Z,11055,847
2014-04-06T09:56:59Z,10584,1057
2015-04-12T15:42:56Z,10350,830
2015-08-08T19:19:01Z,11149,1073
2015-05-20T06:30:52Z,9665,908
2013-05-08T11:02:30Z,11651,1055
2014-04-17T20:50:37Z,11798,1138
2016-07-23T08:27:11Z,10164,875
2011-03-27T17:29:41Z,10891,1114
2014-01-16T00:55:40Z,10175,1158
2015-05-20T12:22:34Z,8114,777
2011-03-04T02:32:59Z,10271,872
2013-01-23T18:21:02Z,11137,904
2016-01-05T23:55:25Z,9563,1183
2015-10-07T22:27:59Z,9243,1140
2012-09-21T23:20:48Z,11179,1306
2013-06-03T04:25:35Z,10239,883
2016-07-17T19:14:46Z,11033,1299
2013-07-05T15:32:03Z,12070,1106
2013-05-28T05:47:48Z,9801,766
2011-05-14T10:24:57Z,9580,870
2015-02-28T18:21:53Z,9172,1180
2013-10-24T10:04:29Z,8652,1206
2014-09-26T02:17:46Z,11249,919
2014-01-23T21:09:50Z,9744,1025
2014-12-03T08:45:29Z,8829,929
2015-11-17T00:18:15Z,10273,1047
2013-05-04T15:20:57Z,8570,1188
2015-11-04T13:36:36Z,9038,1191
2012-11-01T19:57:11Z,8941,833
2012-09-28T01:40:24Z,10076,960
2016-09-09T03:45:46Z,10462,1061
2012-12-11T06:55:07Z,10228,1113
2013-08-14T22:56:24Z,14010,1005
2016-02-18T02:08:08Z,9163,878
2013-09-02T14:37:08Z,10379,1032
2016-02-10T10:10:53Z,9704,974
2014-12-05T07:22:36Z,12326,1208
2011-08-20T09:21:39Z,10684,1097
2015-10-09T15:21:56Z,8855,836
2015-08-03T06:17:40Z,8513,939
2012-05-05T18:54:07Z,10372,1031
2011-08-16T21:45:19Z,9656,1018
2011-10-01T22:08:36Z,8411,1028
2014-03-07T13:33:37Z,9712,785
2011-09-10T06:37:52Z,10862,1113
2016-08-26T15:57:57Z,8913,1111
2013-02-13T15:05:30Z,10252,1025
2014-09-05T10:05:22Z,9844,899
2016-09-22T15:57:37Z,8386,1022
2011-02-19T23:26:03Z,11007,967
2014-05-21T06:10:39Z,12417,1011
2012-11-14T06:49:27Z,10538,1158
2011-02-28T23:53:10Z,11174,1192
2014-01-24T22:48:42Z,10357,1012
2011-05-25T00:51:23Z,9009,1181
2015-10-23T09:57:48Z,10721,1140
2013-01-10T08:12:47Z,8431,981
2016-04-14T16:01:56Z,8196,1153
2016-07-27T15:49:32Z,8622,1027
2012-09-06T03:05:39Z,11370,969
2014-01-23T08:55:40Z,11246,846
2016-01-19T12:21:37Z,9677,1141
2014-12-06T23:10:35Z,8844,1166
2012-12-07T06:30:26Z,10151,989
2014-01-04T15:41:35Z,10040,846
2014-03-11T02:55:38Z,12183,1094
2013-02-14T16:21:58Z,12464,914
2014-07-08T13:44:52Z,9873,1001
2011-11-09T08:51:40Z,12316,1026
2012-11-21T22:55:52Z,9422,884
2015-04-12T12:42:13Z,9541,713
2016-01-17T14:13:15Z,7934,869
2015-03-03T01:14:59Z,9857,835
2016-09-18T20:02:09Z,9202,1105
2012-05-03T16:45:59Z,10976,1034
2016-02-01T08:16:35Z,10050,1110
2012-08-24T23:52:07Z,9726,917
2013-09-13T05:51:30Z,11073,829
2016-07-25T00:44:03Z,11391,878
2014-06-21T21:19:51Z,10127,815
2015-08-08T16:50:55Z,9624,1156
2016-09-11T14:00:23Z,10496,1322
2014-07-12T19:51:46Z,10804,1317
2011-05-13T19:35:22Z,8649,1036
2012-01-22T04:37:06Z,8427,934
2011-04-21T01:15:20Z,8936,993
2012-01-24T18:12:55Z,9798,823
2015-11-17T04:14:21Z,9771,1096
2011-09-15T22:22:32Z,8961,965
2012-04-20T04:16:29Z,8787,713
2011-11-08T23:45:00Z,11798,1025
2014-06-17T14:05:06Z,12525,1016
2015-12-07T22:41:56Z,12141,902
2015-03-08T14:16:18Z,10180,1159
2013-01-13T12:50:45Z,8761,1005
2012-12-10T02:47:19Z,8422,1082
2016-01-24T17:40:36Z,9121,945
2014-12-02T00:21:38Z,10226,757
2012-06-07T23:48:27Z,10265,1023
2013-08-25T04:59:19Z,9107,907
2013-07-27T06:09:27Z,12558,1016
2012-02-03T23:19:50Z,14313,1150
2016-11-09T09:34:25Z,11547,1092
2013-09-13T20:08:20Z,12406,1094
2013-02-15T15:38:48Z,9408,1125
2016-06-04T08:31:54Z,11541,1067
2013-06-18T04:08:38Z,10631,1093
2013-06-02T14:36:54Z,10927,805
2016-11-12T18:10:33Z,11381,989
2011-02-22T20:16:35Z,9572,1120
2013-05-13T17:50:46Z,11015,1146
2014-10-13T03:14:58Z,11315,1013
2014-12-27T05:42:23Z,9853,929
2013-05-21T21:21:11Z,12518,953
2013-10-26T05:09:10Z,9863,1052
2016-07-06T08:17:33Z,10975,874
2016-10-07T13:48:00Z,8486,1115
2011-01-11T14:15:31Z,9600,970
2014-12-06T22:58:36Z,9947,1156
2014-09-14T20:55:14Z,11704,1120
2013-09-12T17:41:25Z,9275,1199
2016-12-23T11:03:29Z,8662,1056
2013-05-16T07:41:32Z,10305,1072
2013-01-16T17:48:03Z,8639,1158
2015-02-12T18:21:09Z,10682,901
2013-04-04T19:57:11Z,9453,911
2011-09-15T01:45:17Z,11371,1083
2015-07-14T18:36:24Z,12606,1177
2012-02-12T09:09:36Z,11868,957
2013-08-09T07:14:17Z,11618,1011
2016-10-01T06:05:30Z,10074,999
2012-09-08T15:30:17Z,9247,719
2014-02-04T15:43:35Z,8851,805
2015-02-21T04:18:21Z,11009,1164
2016-10-23T00:39:45Z,10894,965
2012-12-15T17:54:52Z,10034,1288
2015-10-10T11:08:13Z,10810,1158
2016-11-16T15:31:56Z,8524,1204
2012-01-02T23:01:52Z,10229,1018
2012-12-11T06:07:45Z,10912,865
2016-08-04T03:23:54Z,11314,796
2014-12-17T07:49:11Z,10005,987
2011-04-28T00:45:58Z,8542,1133
2016-12-16T12:47:56Z,11393,1041
2014-06-13T09:20:13Z,10998,1057
2011-01-08T23:00:51Z,9767,849
2013-06-04T08:50:48Z,8381,1021
2016-12-03T03:22:06Z,11054,1165
2015-01-21T05:04:45Z,11174,1178
2014-02-27T17:15:33Z,11205,1060
2011-01-10T15:59:30Z,11568,1086
2016-03-24T22:49:56Z,10490,1091
2015-09-19T11:13:36Z,10608,876
2012-11-03T11:07:00Z,8919,994
2013-10-01T06:45:18Z,10447,1266
2014-09-14T06:44:19Z,10239,945
2011-11-07T01:30:31Z,12255,944
2013-08-02T19:16:57Z,10180,1119
2014-08-22T02:31:26Z,11610,660
2011-01-23T04:50:49Z,8951,1000
2014-01-13T06:06:55Z,8824,660
2015-10-16T23:26:51Z,8086,918
2015-12-16T07:53:14Z,8516,981
2013-04-13T20:53:50Z,9751,906
2015-11-14T11:09:30Z,10351,1133
2013-01-17T04:31:59Z,9903,994
2012-02-19T23:57:33Z,10780,852
2011-11-11T10:22:59Z,9359,1087
2014-04-04T22:43:38Z,10136,1082
2014-01-08T13:46:53Z,11232,1179
2015-03-13T06:29:17Z,9361,924
2015-12-20T21:47:11Z,10404,1066
2013-07-17T23:01:39Z,7988,1145
2016-01-17T13:34:20Z,10322,1150
2011-04-03T13:32:44Z,7985,1144
2013-10-08T04:05:37Z,10667,1013
2014-09-07T22:31:29Z,10005,827
2014-04-07T15:00:51Z,9026,971
2014-03-23T16:11:50Z,9051,1080
2014-09-07T04:21:24Z,9706,1015
2013-03-16T19:25:07Z,12144,953
2015-10-25T08:17:25Z,10058,990
2011-09-14T11:17:03Z,10939,920
2011-07-01T16:20:34Z,10981,1092
2014-08-01T07:56:11Z,10465,1094
2014-10-07T06:45:57Z,12606,913
2013-11-10T20:14:43Z,10413,980
2015-11-24T20:13:10Z,10663,810
2016-10-07T13:13:04Z,10631,871
2014-09-09T10:34:34Z,13124,1025
2011-06-22T19:58:37Z,10336,984
2012-09-17T14:00:55Z,11430,988
2015-09-06T22:35:46Z,9133,950
2015-05-26T09:17:42Z,11273,1054
2012-10-17T04:15:51Z,10536,1141
2012-02-27T09:47:26Z,11806,997
2015-10-26T00:10:32Z,10713,1175
2014-01-26T19:11:56Z,10712,881
2012-04-08T22:25:47Z,9657,1170
2011-03-23T14:00:33Z,11160,812
2011-02-26T13:45:23Z,9511,1049
2011-08-04T22:37:58Z,9430,1022
2011-07-25T02:01:34Z,10093,1052
2012-05-22T21:01:55Z,12999,1045
2013-06-28T17:24:04Z,8422,932
2015-10-20T00:14:21Z,10379,1040
2015-01-26T18:32:49Z,11821,1013
2014-09-26T22:49:41Z,10165,987
2014-08-26T16:52:57Z,11216,945
2014-01-26T03:38:40Z,9865,1072
2013-11-08T18:50:35Z,9598,854
2011-05-11T19:23:50Z,10793,955
2011-08-28T01:00:13Z,10375,1085
2012-09-03T08:17:06Z,9893,854
2013-10-21T17:45:38Z,10746,1135
2011-04-04T15:05:23Z,9987,941
2016-10-21T03:36:50Z,10843,976
2014-06-11T08:54:09Z,11517,981
2016-08-11T15:28:00Z,9307,1044
2014-12-03T18:49:18Z,9564,836
2013-01-07T18:30:47Z,11037,1035
2016-03-02T16:20:56Z,7868,958
2016-10-13T13:30:01Z,8852,1254
2013-08-01T09:37:01Z,9383,1041
2014-12-16T09:35:59Z,10700,913
2016-11-01T22:50:16Z,8217,978
2014-11-14T07:34:10Z,10583,967
2014-02-04T20:22:05Z,9070,949
2013-10-02T17:58:23Z,10171,1108
2016-10-16T17:36:34Z,8586,1085
2014-02-09T09:57:55Z,9531,1027
2011-10-14T03:06:15Z,9481,1039
2012-05-16T19:59:08Z,9982,987
2013-01-27T07:23:36Z,11110,1100
2013-08-06T04:59:29Z,10304,1024
2011-09-02T08:46:24Z,10998,951
2015-01-23T06:52:03Z,10729,886
2012-01-06T17:40:06Z,11075,1079
2016-02-19T08:43:36Z,8823,950
2014-02-28T22:26:47Z,10686,1131
2014-01-18T13:13:04Z,9938,1078
2016-12-23T07:56:29Z,11477,846
2016-08-23T06:38:56Z,10274,892
2014-11-08T17:27:06Z,11900,1105
2014-04-01T09:29:46Z,10413,1113
2015-08-07T15:08:25Z,8925,780
2015-02-26T10:55:15Z,9718,894
2012-08-15T23:32:27Z,10185,944
2011-05-09T22:05:15Z,11325,1016
2013-03-20T14:08:09Z,9127,1142
2013-05-06T22:10:40Z,9499,1167
2014-01-10T23:29:41Z,10687,999
2015-01-20T03:52:25Z,8816,860
2013-08-05T01:38:18Z,11770,1078
2013-05-15T17:21:41Z,11029,485
2012-05-11T08:39:04Z,9272,1032
2014-10-23T09:28:56Z,12130,1016
2012-10-22T08:19:10Z,7771,1029
2012-11-10T03:04:37Z,12222,1235
2015-02-20T08:11:02Z,8686,664
2013-08-27T20:44:49Z,9196,1207
2015-07-24T16:56:49Z,9962,1003
2012-11-12T15:58:34Z,10490,954
2013-04-23T02:20:48Z,8618,838
2011-05-04T13:37:34Z,10887,960
2012-03-14T02:19:27Z,11741,1177
2012-02-21T16:49:39Z,10042,975
2014-07-15T02:39:03Z,11618,986
2014-09-12T22:19:48Z,11742,974
2015-02-08T11:51:37Z,9207,1194
2013-10-03T10:14:06Z,10019,997
2012-01-16T03:28:18Z,8984,873
2016-10-10T23:29:28Z,9000,1213
2015-07-21T20:57:57Z,9709,1228
2013-10-26T21:55:16Z,8675,762
2013-03-09T02:48:11Z,11928,848
2014-01-03T03:53:06Z,11350,1179
2013-07-25T17:45:46Z,11280,781
2013-06-06T13:33:12Z,9657,1029
2016-10-26T14:21:49Z,10051,1035
2012-07-12T08:40:05Z,10566,946
2012-10-10T23:27:07Z,12998,947
2011-09-18T17:44:33Z,9954,907
2014-05-20T07:55:32Z,7890,891
2015-03-23T18:35:12Z,9463,1243
2014-01-07T02:24:23Z,10624,1021
2015-11-05T15:19:57Z,11522,1007
2015-03-23T10:30:30Z,11613,966
2016-03-10T11:29:51Z,8869,992
2011-11-18T07:11:39Z,8766,1066
2015-11-25T05:47:06Z,10311,972
2012-06-24T23:26:07Z,9273,854
2016-02-02T11:51:54Z,10783,892
2013-10-17T16:54:51Z,8984,1239
2015-04-15T21:59:09Z,10861,981
2014-08-25T17:01:09Z,8667,1166
2012-09-01T11:36:43Z,6950,848
2016-09-28T13:32:16Z,9777,933
2014-07-15T02:38:24Z,8779,744
2011-12-24T12:08:45Z,11119,1020
2016-06-01T07:43:28Z,9657,1059
2016-04-15T08:01:56Z,8336,1065
2012-09-02T11:13:50Z,10808,824
2011-09-22T20:39:57Z,8069,793
2016-11-03T20:40:13Z,10427,1096
2012-03-20T02:46:12Z,11135,1171
2016-12-08T13:27:28Z,9211,900
2012-04-20T09:21:04Z,9821,1044
2011-11-22T05:51:38Z,10171,967
2013-08-04T00:52:35Z,11164,1352
2012-09-13T01:47:02Z,9421,1096
2016-06-27T13:36:54Z,7694,1037
2014-06-24T16:13:43Z,7615,996
2012-12-26T23:27:14Z,12455,1059
2011-01-15T04:10:39Z,9710,922
2014-05-16T10:37:06Z,10660,1014
2015-08-04T14:26:48Z,9873,1054
2015-07-04T06:35:00Z,12123,969
2013-04-04T06:53:10Z,10425,880
2011-03-04T00:53:36Z,9508,972
2016-10-20T17:00:50Z,7803,840
2016-02-16T01:24:34Z,7535,698
2014-08-03T12:30:32Z,9632,879
2012-10-27T06:28:56Z,10329,1018
2013-09-18T17:43:14Z,13416,1127
2011-10-06T01:15:56Z,10182,910
2012-05-14T21:14:31Z,8657,1130
2012-01-16T15:37:44Z,10834,764
2012-12-08T18:43:31Z,13472,1064
2015-10-15T17:34:53Z,8883,701
2013-10-10T23:47:17Z,12074,912
2013-03-21T03:25:00Z,10455,1259
2015-09-24T11:00:02Z,11181,972
2016-03-15T04:07:12Z,10110,999
2011-12-27T10:39:14Z,10393,849
2013-03-24T07:54:42Z,9623,984
2014-03-23T07:53:59Z,9783,1180
2016-04-09T18:39:27Z,10933,972
2015-07-25T13:35:44Z,10322,885
2016-07-19T02:26:48Z,9243,898
2016-08-03T18:06:10Z,10822,970
2013-01-27T20:32:58Z,9989,960
2013-11-02T13:47:36Z,11966,1076
2012-01-02T13:50:48Z,8593,939
2012-03-10T09:04:55Z,12622,1105
2016-11-27T19:57:23Z,7378,986
2014-02-26T12:44:22Z,11101,1107
2014-01-28T05:58:02Z,10328,1165
2011-04-18T04:27:24Z,10298,933
2015-08-27T03:27:50Z,10876,909
2013-01-04T01:37:21Z,8939,1093
2014-01-08T05:10:14Z,9095,1119
2012-01-20T15:34:28Z,10394,928
2015-10-24T20:34:57Z,10415,800
2012-07-10T18:25:26Z,10769,1050
2014-01-21T04:32:53Z,7092,962
2014-08-17T23:28:20Z,9952,998
2012-12-09T19:02:14Z,10980,1069
2013-08-10T21:01:11Z,10843,890
2014-10-28T07:18:57Z,10048,1217
2015-05-27T20:29:04Z,8948,1144
2014-03-22T01:43:38Z,9580,844
2014-10-02T01:28:22Z,9952,1060
2011-11-22T09:43:59Z,8377,950
2016-08-24T07:26:38Z,9984,1051
2016-07-04T21:32:57Z,9869,951
2012-07-22T18:54:31Z,10059,1176
2014-10-26T06:28:47Z,11429,1076
2015-09-21T07:40:00Z,11807,1068
2015-04-15T03:49:10Z,10429,1039
2011-06-16T00:06:35Z,9784,1149
2013-06-27T23:19:26Z,10921,860
2013-12-24T20:08:13Z,11332,955
2013-08-13T15:04:46Z,11595,1005
2016-03-01T17:25:06Z,10543,766
2011-11-01T04:05:58Z,11190,1103
2013-09-07T07:25:53Z,9660,863
2015-02-14T11:57:17Z,11225,1195
2016-01-25T02:37:43Z,10600,923
2011-03-16T18:08:30Z,9874,1189
2011-11-26T10:52:39Z,9626,973
2015-09-27T12:53:38Z,9012,985
2016-02-13T08:37:06Z,7891,1139
2011-07-11T10:43:22Z,10486,1041
2013-07-26T06:08:55Z,9356,851
2012-10-07T19:37:24Z,7887,1170
2011-09-06T10:44:42Z,8821,1114
2014-01-25T21:40:21Z,11583,1111
2015-09-22T07:58:25Z,10568,964
2012-07-21T06:12:25Z,11254,979
2011-03-24T07:51:09Z,9522,1106
2014-04-04T19:50:41Z,9513,1154
2014-04-20T21:21:38Z,9085,1038
2014-04-26T05:18:23Z,11257,1020
2012-04-28T14:53:01Z,9964,889
2015-02-26T21:15:27Z,9989,1096
2016-04-06T14:52:03Z,10798,925
2014-11-07T02:38:02Z,9054,875
2016-07-23T08:10:43Z,11727,974
2013-06-17T14:30:35Z,10169,943
2016-03-09T07:31:14Z,9711,946
2015-05-12T17:44:39Z,9238,973
2016-10-13T03:48:46Z,8419,902
2012-11-26T03:20:23Z,9619,926
2016-03-01T13:08:00Z,7039,963
2012-04-25T07:05:40Z,8346,670
2015-09-17T17:40:13Z,10934,981
2015-11-24T06:21:14Z,9980,979
2016-01-28T19:45:08Z,9034,963
2014-09-20T23:45:06Z,8950,1309
2012-05-11T11:08:38Z,7526,889
2015-12-13T07:35:44Z,9899,911
2013-10-13T12:41:10Z,8877,833
2012-05-21T20:49:55Z,12391,973
2015-02-07T03:07:15Z,10320,901
2014-10-20T19:49:03Z,12658,1151
2012-10-01T14:25:07Z,9981,767
2015-07-20T23:35:52Z,9144,865
2013-12-09T09:01:59Z,9638,888
2011-05-09T10:43:31Z,9625,931
2013-03-09T20:25:14Z,11607,1012
2011-08-11T03:34:46Z,10045,792
2015-05-09T05:10:31Z,10243,1064
2015-02-14T09:40:02Z,8924,1066
2014-05-19T23:39:39Z,10533,878
2015-04-05T00:01:53Z,11209,1104
2015-12-23T09:16:13Z,11543,1054
2014-06-11T07:22:12Z,10187,970
2013-04-19T19:14:24Z,10312,1268
2016-07-18T14:17:05Z,11315,713
2014-12-26T15:22:44Z,9223,1153
2016-01-11T21:55:52Z,10176,995
2012-08-19T13:46:37Z,10684,1050
2013-09-08T07:45:34Z,11612,880
2011-03-14T14:31:58Z,8093,991
2013-07-13T10:16:50Z,11281,949
2013-10-28T23:59:39Z,8440,964
2013-11-15T03:08:11Z,9705,1164
2014-09-15T09:20:52Z,10427,1106
2016-06-05T17:42:47Z,9131,995
2014-02-18T11:31:59Z,8677,1134
2011-10-16T21:53:22Z,10756,837
2011-12-25T11:51:12Z,8796,1409
2013-03-17T23:40:00Z,8226,761
2012-04-27T17:26:24Z,9189,911
2012-03-14T14:52:06Z,9969,989
2011-02-26T12:07:27Z,11083,1051
2012-07-27T04:00:46Z,9855,986
2015-06-03T20:18:26Z,8426,1103
2015-11-26T18:23:40Z,9832,1090
2011-03-13T09:37:55Z,7841,1168
2013-08-28T09:36:40Z,11514,971
2016-09-17T23:39:25Z,9209,989
2013-10-28T09:18:29Z,8717,1080
2016-11-23T14:23:23Z,10144,1124
2014-04-01T21:45:38Z,6788,923
2014-09-08T01:38:46Z,10637,1151
2012-08-09T03:55:59Z,8702,867
2014-06-23T11:35:27Z,8695,1174
2012-05-07T05:23:44Z,10580,869
2011-01-22T21:40:37Z,10300,1229
2016-01-04T03:43:06Z,10673,805
2015-01-22T05:32:36Z,8775,1013
2013-12-24T12:26:18Z,9856,936
2015-03-18T04:16:24Z,6969,1203
2014-04-23T23:50:15Z,12847,1046
2011-06-04T09:09:35Z,9592,892
2015-12-23T08:58:57Z,7975,1012
2014-04-07T21:34:32Z,8293,876
2015-02-25T01:01:37Z,12636,985
2014-12-25T12:20:27Z,9086,965
2012-08-06T22:31:57Z,8614,1166
2012-12-29T02:37:52Z,8315,1056
2011-02-01T23:13:11Z,10356,1114
2011-10-02T18:24:40Z,9270,897
2012-08-12T19:33:07Z,9431,994
2012-02-17T16:15:49Z,8735,916
2011-01-19T20:34:43Z,10608,1053
2016-07-28T15:49:57Z,6843,1178
2016-12-28T13:41:14Z,11000,948
2015-04-04T00:52:41Z,10095,1007
2013-01-26T09:21:03Z,11083,673
2013-05-14T10:35:20Z,10700,1067
2016-11-14T02:48:35Z,10151,1114
2013-08-01T17:35:43Z,9618,903
2015-01-26T11:57:06Z,12263,916
2014-08-06T18:57:28Z,10249,1210
2013-08-25T12:53:11Z,8618,1014
2015-10-27T03:41:33Z,10522,970
2016-08-05T20:56:38Z,8303,1265
2011-09-01T10:07:30Z,11175,1180
2015-03-14T03:17:37Z,11225,883
2013-10-25T07:32:34Z,9958,1057
2016-06-11T01:21:16Z,10293,1008
2011-12-26T18:05:36Z,10162,961
2015-09-15T20:32:22Z,9923,845
2016-10-14T14:07:24Z,11055,1074
2016-10-12T00:45:20Z,9300,934
2013-11-26T02:20:24Z,11298,1055
2015-12-26T20:34:46Z,9753,783
2013-02-01T07:40:55Z,9577,989
2012-09-25T14:50:11Z,8676,1019
2014-08-17T08:05:48Z,10403,1217
2016-09-04T13:28:38Z,10911,1241
2014-09-14T05:32:04Z,11529,1076
2016-01-22T03:55:47Z,11510,945
2016-09-25T18:04:06Z,11711,1093
2016-03-23T12:48:40Z,10415,1180
2012-01-24T20:36:38Z,9691,937
2016-01-17T22:03:47Z,10911,925
2016-04-07T06:41:36Z,10175,1134
2014-07-23T07:49:04Z,11432,910
2012-07-11T23:35:31Z,9967,1000
2015-02-10T15:31:31Z,9029,682
2014-10-10T21:28:14Z,12220,1144
2012-08-22T06:40:15Z,10890,868
2014-06-20T05:51:16Z,9985,1142
2013-12-28T10:43:22Z,8508,809
2016-04-04T05:01:19Z,10812,1072
2012-11-02T06:03:14Z,10411,902
2011-04-02T03:07:43Z,11774,930
2011-11-07T13:40:56Z,9636,1254
2013-02-07T08:38:35Z,10694,1140
2012-05-16T02:46:04Z,9451,1110
2011-08-18T02:47:03Z,8987,1033
2013-11-20T12:05:48Z,10061,1204
2015-02-24T00:13:51Z,9243,1025
2014-05-23T11:19:06Z,9659,1064
2014-07-06T09:02:11Z,9681,782
2014-12-20T20:14:28Z,9181,946
2014-03-21T15:05:05Z,11386,795
2014-08-07T03:19:53Z,9550,973
2016-12-03T23:50:00Z,10456,968
2016-10-06T12:15:19Z,11499,1172
2011-09-16T08:18:34Z,10876,1009
2012-03-28T12:59:41Z,10913,1128
2013-04-10T00:25:48Z,9687,1014
2013-08-01T05:27:02Z,9695,925
2015-04-06T08:17:03Z,10293,1227
2011-07-26T04:30:24Z,11745,868
2014-12-24T21:36:02Z,10491,852
2011-07-15T18:04:12Z,10529,899
2011-02-11T18:04:30Z,11980,985
2015-03-08T01:27:38Z,9629,936
2012-10-13T04:22:31Z,9282,969
2012-09-21T19:10:40Z,9856,1028
2013-09-20T11:51:13Z,9038,1034
2013-04-04T05:51:13Z,13758,1173
2015-08-26T03:32:39Z,9556,1105
2012-09-09T16:00:09Z,12474,1136
2012-10-27T20:48:49Z,10911,1000
2011-11-02T14:19:24Z,10076,964
2012-03-13T12:59:33Z,8011,904
2012-10-03T01:35:52Z,10221,888
2016-05-09T22:49:29Z,8339,840
2015-09-04T05:00:14Z,11149,1029
2016-04-10T18:16:42Z,10919,954
2012-02-26T05:26:53Z,8312,874
2014-10-11T23:50:10Z,8054,961
2012-09-02T00:52:59Z,8908,995
2014-10-07T18:56:21Z,13185,961
2013-12-17T12:12:06Z,11258,791
2012-02-12T09:03:32Z,12539,854
2012-01-05T14:21:59Z,12811,1001
2011-11-06T04:34:10Z,11519,1114
2014-12-08T17:10:04Z,9306,949
2016-06-05T02:31:30Z,11015,950
2016-08-27T03:33:05Z,10897,1063
2014-12-13T13:43:03Z,11206,862
